,Date,Time (hrs),Sun Az°,Sun Altitude°,Sun Distance AU,Air Mass,Ext. Factor,Sun-panels angle°,Solar constant W/m²,Ext. Radiation W/m²,DNI (clear sky) W/m²,Direct Insolation W/m²
0,2021-01-01,5,-70.34196167183846,-23.98085667029032,0.9833169166272104,inf,inf,90.0,1361.5,1408.0906812430508,0.0,0.0
1,2021-01-01,6,-68.54578315749829,-10.331465657309318,0.9833163931363675,inf,inf,90.0,1361.5,1408.0921805016394,0.0,0.0
2,2021-01-01,7,-65.51550724699318,3.4287057797518,0.9833158785097108,13.23976936297747,5.892517597125494,81.30382041196975,1361.5,1408.0936543758573,238.96299521663846,36.12998816244711
3,2021-01-01,8,-60.997478513759624,16.329838919568072,0.9833153727475261,3.5041874850342976,2.0972493668367442,67.76012010695153,1361.5,1408.0951028647671,671.4008954445793,254.11525786666476
4,2021-01-01,9,-54.367450092044706,28.67666811340397,0.9833148758500947,2.074381490546758,1.6826492566256832,54.380243267212286,1361.5,1408.0965259674451,836.833059785249,487.3743430814841
5,2021-01-01,10,-44.4831438857407,39.80884595630606,0.9833143878177092,1.558696245853899,1.5369004991607669,41.6718339508007,1361.5,1408.097923682938,916.1932893195349,684.364423741992
6,2021-01-01,11,-29.671068874547743,48.68898367258013,0.983313908650641,1.329780323750373,1.4724296297575918,30.596543372386236,1361.5,1408.099296010355,956.3100793089666,823.1656431139965
7,2021-01-01,12,-9.021942861975512,53.609192164939145,0.9833134383491566,1.241231185357708,1.4475004572738908,23.64829767045549,1361.5,1408.1006429488216,972.7807931755187,891.0914564814601
8,2021-01-01,13,14.127407692046283,52.948974651745466,0.9833129769135331,1.2518975808117025,1.450503383097057,24.640545119406003,1361.5,1408.1019644974351,970.7677906210132,882.3709395947766
9,2021-01-01,14,33.54954111402208,46.96496385401067,0.9833125243440264,1.3663385492436109,1.482722324827801,32.859602285345375,1361.5,1408.1032606553551,949.6742829571195,797.7288986640026
10,2021-01-01,15,47.10377738730325,37.45169473255417,0.9833120806408887,1.6404815046043904,1.5599548137871122,44.44524082007585,1361.5,1408.1045314217542,902.6572558235132,644.4250697963105
11,2021-01-01,16,56.1265225324995,25.97603038961834,0.9833116458043812,2.2701665032640483,1.738326692870302,57.36128375717462,1361.5,1408.105776795781,810.0351807120531,436.8843167509929
12,2021-01-01,17,62.20653776520892,13.445189404876647,0.9833112198347458,4.2079827639270135,2.3105342865572562,70.82647329705497,1361.5,1408.106996776642,609.429171845249,200.15498510196727
13,2021-01-01,18,66.35539933497414,0.6562870764484168,0.9833108027322188,25.9048300637514,16.5163698170348,84.18985801092889,1361.5,1408.108191363561,85.25530773180277,8.630599459567586
14,2021-01-01,19,69.10489761238786,-13.393977570940429,0.9833103944970466,inf,inf,90.0,1361.5,1408.1093605557357,0.0,0.0
15,2021-01-02,5,-70.44512109430026,-24.081624049712723,0.9833067998979853,inf,inf,90.0,1361.5,1408.1196556087912,0.0,0.0
16,2021-01-02,6,-68.65102045038441,-10.422711861670072,0.9833064892178279,inf,inf,90.0,1361.5,1408.1205454125504,0.0,0.0
17,2021-01-02,7,-65.62808357021629,3.351371281144184,0.9833061874074693,13.442090928000136,5.997176974517403,81.40272714874793,1361.5,1408.121409813563,234.79737479764395,35.09945587611057
