,Date,Time (hrs),Sun Az°,Sun Altitude°,Sun Distance AU,Air Mass,Ext. Factor,Sun-panels angle°,Solar constant W/m²,Ext. Radiation W/m²,DNI (clear sky) W/m²,Direct Insolation W/m²
3907,2021-09-18,12,-91.92151326441524,75.27879809447056,1.0048609538012658,1.0338281154959683,1.3890932913655671,27.841336135443466,1361.5,1348.3595131836782,970.675995316452,858.3146865141994
3908,2021-09-18,13,146.82339917626467,89.48913517223347,1.004849556720699,1.0000399885648636,1.3795728485746177,23.829135266315166,1361.5,1348.390099750694,977.3968088338778,894.0779769156263
3909,2021-09-18,14,91.74343227159329,74.72070831374945,1.0048381570439835,1.036520880197653,1.3898519426346772,28.09957150643088,1361.5,1348.4206943261631,970.1901713142374,855.8342327534774
3910,2021-09-18,15,91.15142106172512,59.73034405665596,1.0048267547766747,1.1572531498415202,1.423856182487306,37.94442083640596,1361.5,1348.4512968959348,947.0417823662164,746.8443458145321
3911,2021-09-18,16,91.09985514431128,44.740315403706944,1.0048153499243289,1.418537710458852,1.4974200723797324,50.164336810354534,1361.5,1348.4819074458521,900.5368181707458,576.8728864855104
3912,2021-09-18,17,91.2061610690827,29.755677870098104,1.0048039424928874,2.0064140768100516,1.6633741247894256,63.37005952390119,1361.5,1348.5125259607244,810.7090917573573,363.3811169721592
3913,2021-09-18,18,91.40545516926483,14.792509098449408,1.0047925324879123,3.8465002805704014,2.200081196142297,77.00286246582806,1361.5,1348.543152426376,612.9515377845877,137.85425664889635
3914,2021-09-18,19,91.69462849618589,0.25888527296716607,1.0047811199149643,29.231041437728297,21.59059215569677,90.0,1361.5,1348.5737868286342,62.46117647462519,0.0
3915,2021-09-19,5,-92.52770293817547,-29.629992045756588,1.0046668542078074,inf,inf,90.0,1361.5,1348.880564144504,0.0,0.0
3916,2021-09-19,6,-91.91524569179283,-14.673522562296904,1.0046554137646835,inf,inf,90.0,1361.5,1348.9112848852235,0.0,0.0
3917,2021-09-19,7,-91.48557624738841,0.8110161342127733,1.0046439708219927,24.758441574745913,15.056878231423372,89.84557913038792,1361.5,1348.9420133878207,89.58975377595925,0.2414577662672978
3918,2021-09-19,8,-91.15994151558665,15.434457747829681,1.0046325253857005,3.6955608625023064,2.1545346689621434,76.32007366274698,1361.5,1348.9727496370124,626.1086298912161,148.07328087116656
3919,2021-09-19,9,-90.89924180382982,30.40046454274249,1.0046210774613937,1.9681966949896443,1.6525466091283578,62.67447827262037,1361.5,1349.0034936185284,816.3179701963538,374.72695446824446
3920,2021-09-19,10,-90.68323071970626,45.38675762445695,1.0046096270546567,1.4027458669705044,1.492973322355244,49.45913260469454,1361.5,1349.034245318104,903.5889825478807,587.3240361653351
3921,2021-09-19,11,-90.50556055248866,60.378815247053,1.004598174171463,1.1497621453866085,1.4217468302578833,37.24230415096308,1361.5,1349.0650047204276,948.8785035488546,755.386327722666
3922,2021-09-19,12,-90.39713384882569,75.37322581665526,1.004586718817402,1.033383541088988,1.3889680371639312,27.4620791580854,1361.5,1349.0957718112168,971.293604830441,861.8445934769188
